id,output
3026,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) (TOPPING onions ) ) )
3027,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pineapple ) ) )
3028,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING chicken ) ) )
3029,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) (TOPPING pepperoni ) ) )
3030,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING spinach ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (DRINKTYPE coke ) ) )
3031,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust chicken ) (TOPPING onions ) ) )
3032,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING anchovies ) (TOPPING black olives ) (TOPPING bacon ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
3033,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) (TOPPING mushroom ) ) )
3034,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (PIZZAORDER (TOPPING mushrooms ) ) )
3035,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING tuna ) (TOPPING bacon toppings ) ) (PIZZAORDER ) )
3036,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING olives ) (TOPPING light sauce ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3037,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (NOT (TOPPING olives ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3038,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING peppers ) ) )
3039,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING olive ) (TOPPING tuna ) ) )
3040,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (TOPPING which ) (TOPPING olives ) (TOPPING peppers ) (TOPPING onions ) ) )
3041,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE vegan ) ) )
3042,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olives ) (TOPPING bacon ham ) ) )
3043,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3044,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) )
3045,(ORDER (PIZZAORDER (SIZE small ) (TOPPING bacon ) (TOPPING ham onions ) ) )
3046,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER five ) (SIZE small ) (TOPPING sure ) ) )
3047,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olives ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3048,(ORDER (DRINKORDER (NUMBER one ) (SIZE pepsi six ) ) )
3049,(ORDER (PIZZAORDER (NUMBER one ) (STYLE thin crust ) (TOPPING tuna ) ) )
3050,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING onions ) (TOPPING pineapple ) ) )
3051,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onions ) (TOPPING pineapple ) ) )
3052,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING ham ) (TOPPING olive ) ) )
3053,(ORDER (PIZZAORDER (NUMBER more cheese ) (TOPPING pepperoni ) ) )
3054,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING bacon ) (TOPPING pepperoni ) ) )
3055,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pepperoni ) ) )
3056,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER sure ) (TOPPING onions ) (TOPPING ham as ) ) )
3057,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) ) (PIZZAORDER ) )
3058,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING onions ) (TOPPING black olives ) ) (DRINKORDER (NUMBER three ) ) (DRINKORDER (SIZE cokes ) ) )
3059,(ORDER (PIZZAORDER (SIZE medium ) (STYLE tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3060,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (NOT (TOPPING pesto ) ) ) )
3061,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (DRINKTYPE liter ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
3062,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING carrots ) (TOPPING cumin ) ) )
3063,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING ham ) (TOPPING olives ) ) (PIZZAORDER (NUMBER a ) (STYLE dish ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3064,(ORDER (PIZZAORDER (SIZE large ) ) (PIZZAORDER (STYLE veggie ) ) (PIZZAORDER (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3065,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE thin crust ) (TOPPING onion ) ) )
3066,(ORDER (PIZZAORDER (SIZE two large ) (TOPPING roasted red peppers ) (TOPPING ham ) ) )
3067,(ORDER (PIZZAORDER (TOPPING pineapple ham ) ) )
3068,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE topping ) (TOPPING sausage ) (TOPPING banana peppers ) ) )
3069,(ORDER (PIZZAORDER (SIZE medium ) (NOT (TOPPING mushroom ) ) ) )
3070,(ORDER (PIZZAORDER (NUMBER a ) (STYLE combination ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (CONTAINERTYPE bottle ) ) (DRINKORDER (DRINKTYPE mountain ) ) (DRINKORDER (DRINKTYPE dew ) ) )
3071,(ORDER (PIZZAORDER (SIZE large ) (STYLE thin crust ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING make ) ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY you much ) (TOPPING mushrooms ) ) ) )
3072,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING m ) ) ) (PIZZAORDER (TOPPING sausage ) (TOPPING mushrooms ) ) )
3073,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE size ) (STYLE thin ) (TOPPING in ) (TOPPING peppers ) (TOPPING mushrooms ) ) )
3074,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING sausage ) ) )
3075,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING pineapple ) ) (PIZZAORDER (TOPPING sausage ) ) )
3076,(ORDER (PIZZAORDER (SIZE large ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING bacon ) ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3077,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) (TOPPING them ) (TOPPING ham ) ) )
3078,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE ham ) (TOPPING mushrooms ) (TOPPING pineapple ) ) )
3079,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra large ) (STYLE veggie ) (NOT (COMPLEX_TOPPING (QUANTITY an ) (TOPPING cheese ) ) ) ) )
3080,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushrooms ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3081,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) ) )
3082,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING pesto ) ) )
3083,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING pepperoni ) ) )
3084,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onions ) (TOPPING ham ) ) )
3085,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING topped ) (TOPPING mushrooms ) (TOPPING chicken ) ) )
3086,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pineapple ) (TOPPING bacon ) ) )
3087,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING olives ) (TOPPING pesto ) ) )
3088,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING pepperoni ) ) )
3089,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING onions ) ) )
3090,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives onions ) (TOPPING pesto ) ) )
3091,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3092,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER two ) (COMPLEX_TOPPING (QUANTITY medium ) (TOPPING mushrooms ) ) ) )
3093,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE deep dish ) (TOPPING italian sausage ) (TOPPING onions ) ) )
3094,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large size ) ) )
3095,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING onion ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3096,(ORDER (DRINKORDER (NUMBER two ) (SIZE large ) ) (DRINKORDER (SIZE one ) (DRINKTYPE cokes ) ) )
3097,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE ham ) (TOPPING onion ) (TOPPING pineapple ) ) )
3098,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (NUMBER six ) (VOLUME pepsi ) ) )
3099,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING pineapple ) ) )
3100,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) ) (PIZZAORDER (TOPPING ham ) ) )
3101,(ORDER (DRINKORDER (NUMBER a ) (SIZE large ) ) )
3102,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING cheese ) ) (DRINKORDER (SIZE small extra ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
3103,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE margarita ) ) )
3104,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE chicago style deep dish veggie ) (COMPLEX_TOPPING (QUANTITY large ) (TOPPING coca cola ) ) ) )
3105,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbq chicken ) (TOPPING mushrooms ) (TOPPING spinach ) ) )
3106,(ORDER (DRINKORDER (NUMBER two ) ) (DRINKORDER (NUMBER of ) (CONTAINERTYPE cans ) ) )
3107,(ORDER (PIZZAORDER (NUMBER six ) (STYLE thin crust ) (TOPPING mushrooms ) (TOPPING peppers ) ) )
3108,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE small ) (STYLE thin crust ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING tuna ) ) ) )
3109,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large size ) (TOPPING pepperoni ) (TOPPING ham ) ) )
3110,(ORDER (PIZZAORDER (STYLE large ) (TOPPING ham ) (TOPPING bacon ) (TOPPING medium ) ) )
3111,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING peppers ) (TOPPING ham ) (TOPPING pineapple ) ) )
3112,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3113,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) ) )
3114,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING cheese ) (TOPPING olives ) ) )
3115,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING onions ) ) )
3116,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) (TOPPING pesto ) ) )
3117,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) ) (PIZZAORDER ) )
3118,(ORDER (PIZZAORDER (SIZE large ) (STYLE hamburger topping ) ) (DRINKORDER (NUMBER two ) ) )
3119,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING peppers ) (TOPPING mushrooms ) (TOPPING onions ) ) )
3120,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING onions ) (TOPPING olives ) (TOPPING cheese ) (TOPPING bacon ) ) (DRINKORDER ) (DRINKORDER (DRINKTYPE diet ) ) )
3121,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushrooms ) (TOPPING tuna olives ) ) )
3122,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE veggie ) ) (DRINKORDER (VOLUME large ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
3123,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING if ) (TOPPING pepperoni ) (TOPPING could ) (TOPPING pineapple ) ) )
3124,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE with ) (TOPPING mushrooms ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3125,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (SIZE extra a ) (TOPPING bacon ) (TOPPING pesto ) ) )
3126,(ORDER (PIZZAORDER (SIZE large ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING pepper ) ) (TOPPING sausage ) ) )
3127,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE meat lovers ) ) (DRINKORDER (NUMBER two ) ) (DRINKORDER (VOLUME small ) ) (DRINKORDER (DRINKTYPE sprites ) ) )
3128,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pepperoni ) ) (DRINKORDER (SIZE small ) ) (DRINKORDER (NUMBER one ) ) (DRINKORDER (DRINKTYPE dr ) ) (DRINKORDER (DRINKTYPE pepper ) ) )
3129,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING sausage ) ) )
3130,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY everything except ) (TOPPING hot peppers ) ) ) (DRINKORDER (DRINKTYPE coke ) ) )
3131,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) ) )
3132,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (TOPPING sausage ) (TOPPING chicken ) ) )
3133,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a total ) ) (PIZZAORDER (TOPPING mushrooms pepperoni ) (TOPPING ham ) ) )
3134,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (STYLE lovers ) (TOPPING pineapple ) (TOPPING ham ) ) )
3135,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE with ) (STYLE bacon ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3136,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING medium ) (TOPPING olives ) ) (PIZZAORDER ) )
3137,(ORDER (PIZZAORDER (NUMBER one ) (STYLE thin crust ) (TOPPING tuna ) (TOPPING peppers ) ) )
3138,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING bacon ) ) )
3139,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING bacon ) (TOPPING olive ) ) )
3140,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING cherry tomatoes ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
3141,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium size ) ) )
3142,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) ) )
3143,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) ) )
3144,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onions ) (TOPPING pesto ) ) )
3145,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING bacon ) (TOPPING tuna ) ) )
3146,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE small ) (TOPPING mushrooms ) (TOPPING ham onions ) ) )
3147,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large size ) (TOPPING sausage ) ) )
3148,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING tuna ) ) )
3149,(ORDER (DRINKORDER (NUMBER six ) (SIZE fantas medium ) ) )
3150,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) ) )
3151,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE everything ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING plus ) ) (TOPPING cheese ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sugar ) ) ) )
3152,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) ) )
3153,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
3154,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING mushroom ) ) )
3155,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY sausage onions ) (TOPPING olives ) ) ) )
3156,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING cheddar cheese ) ) )
3157,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING olives ) ) )
3158,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto onions ) ) )
3159,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE thin crust ) (TOPPING pineapple ) (TOPPING ham ) ) (DRINKORDER (NUMBER two ) (SIZE large ) ) (DRINKORDER (DRINKTYPE waters ) ) )
3160,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onions ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3161,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING peppers ) ) )
3162,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives onions ) (TOPPING pesto ) ) )
3163,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (STYLE crust ) (TOPPING chicken ) (TOPPING olives ) ) )
3164,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onions ) (TOPPING pineapple ) ) )
3165,(ORDER (PIZZAORDER (SIZE small ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING ham ) ) (TOPPING pesto ) ) )
3166,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING garlic ) (TOPPING onions ) ) )
3167,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING chicken ) ) )
3168,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE large ) (TOPPING bacon ) (TOPPING peppers ) ) )
3169,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING ham ) ) )
3170,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE cheese only ) (TOPPING apple ) (NOT (TOPPING nothing ) ) ) (DRINKORDER (NUMBER one ) ) )
3171,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pineapple ) (TOPPING peppers onions ) ) )
3172,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) (TOPPING chicken ) ) )
3173,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) ) )
3174,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large size ) ) )
3175,(ORDER (PIZZAORDER (NUMBER five ) (SIZE small ) (TOPPING bacon ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME pepsi ) ) )
3176,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) ) )
3177,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING ham ) (TOPPING pesto ) ) )
3178,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING pesto ) ) )
3179,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper onion ) (TOPPING pineapple ) ) )
3180,(ORDER (PIZZAORDER (NUMBER them ) (SIZE medium ) (STYLE couple of ) ) (PIZZAORDER (TOPPING pesto ) ) )
3181,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING peppers ) ) )
3182,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING parsley ) (TOPPING spinach ) ) )
3183,(ORDER (PIZZAORDER ) (DRINKORDER (NUMBER three ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE pepsis ) ) (DRINKORDER (DRINKTYPE fanta ) ) )
3184,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) ) (PIZZAORDER (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER six ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
3185,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING tuna ) (TOPPING onions ) ) )
3186,(ORDER (PIZZAORDER (SIZE small ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING sausage ) ) ) )
3187,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING sausage ) (TOPPING cheese ) ) )
3188,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY two ) (TOPPING mushrooms ) ) (TOPPING pesto ) ) )
3189,(ORDER (DRINKORDER (NUMBER four ) (SIZE large ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
3190,(ORDER (DRINKORDER (NUMBER three ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE coke ) ) )
3191,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING bacon ) ) )
3192,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE topping ) (STYLE toppings ) (TOPPING the ) (TOPPING bacon ) (TOPPING onions ) (TOPPING banana ) (TOPPING black olives ) (TOPPING sausage ) ) )
3193,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING chicken bacon ) ) )
3194,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING mushrooms ) ) )
3195,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING olives ) (TOPPING spinach ) ) )
3196,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING peppers ) (TOPPING olives ) ) )
3197,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin ) (COMPLEX_TOPPING (QUANTITY crust ) (TOPPING roasted ) ) (TOPPING cherry ) (TOPPING tomatoes ) (TOPPING mushroom ) ) (DRINKORDER (DRINKTYPE coke ) ) )
3198,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING peppers ) ) (PIZZAORDER ) (PIZZAORDER (SIZE medium ) ) (PIZZAORDER (TOPPING mushrooms ) ) )
3199,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING ham ) ) )
3200,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushrooms ) (TOPPING sausage ) ) )
3201,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING tuna ) ) )
3202,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) ) )
3203,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING tuna ) (TOPPING pineapple ) ) )
3204,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING onion ) (TOPPING ham ) ) )
3205,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING bacon ) (TOPPING olives ) ) )
3206,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING olives ) ) )
3207,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING mushrooms ) (TOPPING pesto ) ) )
3208,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (TOPPING pineapple ) ) )
3209,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tuna ) ) )
3210,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING peppers ) (TOPPING pesto ) ) )
3211,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING bacon onions ) ) )
3212,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
3213,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (DRINKTYPE liter ) ) (DRINKORDER (DRINKTYPE of ) ) (DRINKORDER (DRINKTYPE diet ) ) )
3214,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE medium ) (TOPPING mushrooms ) (TOPPING olives ) ) )
3215,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING tuna onions ) ) )
3216,(ORDER (PIZZAORDER (SIZE medium ) (NOT (COMPLEX_TOPPING (QUANTITY one ) (TOPPING tuna ) ) ) (TOPPING ham ) ) )
3217,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING pepperoni ) ) )
3218,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE not thin crust ) (TOPPING pesto ) (TOPPING peppers ) ) )
